date,scorexcomp
2015-12-09,0.408
2015-12-09,-0.10220000000000004
2015-12-09,0.17416666666666666
2015-12-09,0.130625
2015-12-09,0.1045
2015-12-09,0.15406666666666666
2015-12-09,0.03491428571428569
2015-12-09,0.03054999999999998
2015-12-09,0.027155555555555537
2015-12-09,-0.021440000000000015
2015-12-09,0.013345454545454534
2015-12-09,0.007933333333333322
2015-12-09,0.16205384615384613
2015-12-09,0.1504785714285714
2015-12-09,0.14044666666666664
2015-12-09,0.13166874999999997
2015-12-09,0.03392352941176468
2015-12-09,0.042249999999999975
2015-12-09,0.04002631578947366
2015-12-09,0.038024999999999975
2015-12-09,0.03621428571428569
2015-12-09,-0.0001409090909091107
2015-12-09,-0.03195652173913045
2015-12-09,-0.04200833333333335
2015-12-09,-0.05340800000000002
2015-12-09,-0.10216923076923079
2015-12-09,-0.054985185185185206
2015-12-09,-0.014942857142857162
2015-12-09,-0.01442758620689657
2015-12-09,-0.013946666666666685
2015-12-09,-0.0230451612903226
2015-12-09,-0.02232500000000002
2015-12-09,0.060887878787878776
2015-12-09,0.11435
2015-12-09,0.11108285714285714
2015-12-09,0.1412972222222222
2015-12-09,0.13539189189189188
2015-12-09,0.1541473684210526
2015-12-09,0.16944102564102562
2015-12-09,0.17621499999999998
2015-12-09,0.2268390243902439
2015-12-09,0.22872857142857145
2015-12-09,0.24086511627906979
2015-12-09,0.25163181818181823
2015-12-09,0.26425333333333334
2015-12-09,0.25850869565217394
2015-12-09,0.2584553191489362
2015-12-09,0.25218958333333336
2015-12-09,0.24704285714285718
2015-12-09,0.24210200000000004
2015-12-09,0.23735490196078435
2015-12-09,0.23279038461538465
2015-12-09,0.2511471698113208
2015-12-09,0.2413944444444445
2015-12-09,0.24238727272727276
2015-12-09,0.2673303571428572
2015-12-09,0.2967771929824562
2015-12-09,0.27813448275862074
2015-12-09,0.28119661016949155
2015-12-09,0.27651000000000003
2015-12-09,0.2719770491803279
2015-12-09,0.2675903225806452
2015-12-09,0.26334285714285716
2015-12-09,0.25922812500000003
2015-12-09,0.26825846153846156
2015-12-09,0.2641939393939394
2015-12-09,0.2621611940298508
2015-12-09,0.2583058823529412
2015-12-09,0.2545623188405797
2015-12-09,0.2509257142857143
2015-12-09,0.24739154929577467
2015-12-09,0.25536388888888895
2015-12-09,0.24799452054794527
2015-12-09,0.2677648648648649
2015-12-09,0.2641946666666667
2015-12-09,0.27129473684210526
2015-12-09,0.26308051948051947
2015-12-09,0.2597076923076923
2015-12-09,0.25642025316455697
2015-12-09,0.253215
2015-12-09,0.25386913580246917
2015-12-09,0.25077317073170735
2015-12-09,0.24775180722891568
2015-12-09,0.24480238095238097
2015-12-09,0.2443023529411765
2015-12-09,0.22271511627906979
2015-12-09,0.22477471264367818
2015-12-09,0.2188568181818182
2015-12-09,0.22499325842696632
2015-12-09,0.22249333333333338
2015-12-09,0.2213725274725275
2015-12-09,0.2157489130434783
2015-12-09,0.20824193548387102
2015-12-09,0.2042234042553192
2015-12-09,0.20207368421052638
2015-12-09,0.19996875000000006
2015-12-09,0.20223195876288666
2015-12-09,0.20016836734693882
2015-12-09,0.18436060606060614
2015-12-09,0.19945100000000007
2015-12-09,0.19747623762376246
2015-12-09,0.19372450980392167
2015-12-09,0.19844563106796126
2015-12-09,0.19147019230769238
2015-12-09,0.19801047619047626
