date,scorexcomp
2017-10-26,4.683
2017-10-26,2.3415
2017-10-26,1.9413999999999998
2017-10-26,1.22125
2017-10-26,0.977
2017-10-26,0.9947666666666667
2017-10-26,0.9656
2017-10-26,1.00705
2017-10-26,0.8176333333333333
2017-10-26,0.85025
2017-10-26,0.3468454545454545
2017-10-26,0.5623916666666666
2017-10-26,0.5151615384615384
2017-10-26,0.3711357142857143
2017-10-26,0.4474466666666667
2017-10-26,0.36924375000000004
2017-10-26,0.42761764705882355
2017-10-26,0.7519555555555555
2017-10-26,0.8070947368421052
2017-10-26,0.75647
2017-10-26,0.873552380952381
2017-10-26,0.8512
2017-10-26,0.7841565217391304
2017-10-26,0.7185416666666665
2017-10-26,0.6897999999999999
2017-10-26,0.9399153846153845
2017-10-26,0.9051037037037035
2017-10-26,0.7987642857142855
2017-10-26,0.7712206896551722
2017-10-26,0.6847533333333331
2017-10-26,0.6791774193548386
2017-10-26,0.6555406249999998
2017-10-26,0.6240060606060603
2017-10-26,0.6056529411764703
2017-10-26,0.6103971428571425
2017-10-26,0.5663027777777775
2017-10-26,0.5675027027027024
2017-10-26,0.5298552631578946
2017-10-26,0.538853846153846
2017-10-26,0.5253824999999999
2017-10-26,0.49109999999999987
2017-10-26,0.48940476190476173
2017-10-26,0.4701162790697673
2017-10-26,0.459431818181818
2017-10-26,0.4492222222222221
2017-10-26,0.4475652173913042
2017-10-26,0.4822617021276594
2017-10-26,0.5030083333333332
2017-10-26,0.49274285714285704
2017-10-26,0.5406079999999999
2017-10-26,0.5224098039215685
2017-10-26,0.520126923076923
2017-10-26,0.5211037735849056
2017-10-26,0.5720166666666665
2017-10-26,0.5646981818181817
2017-10-26,0.5546142857142856
2017-10-26,0.5408350877192981
2017-10-26,0.5114689655172412
2017-10-26,0.5032372881355931
2017-10-26,0.49484999999999985
2017-10-26,0.48673770491803264
2017-10-26,0.47888709677419344
2017-10-26,0.4980476190476189
2017-10-26,0.5449765624999998
2017-10-26,0.5307769230769229
2017-10-26,0.6151136363636363
2017-10-26,0.6818776119402983
2017-10-26,0.665651470588235
2017-10-26,0.6695898550724635
2017-10-26,0.6647257142857139
2017-10-26,0.6657169014084504
2017-10-26,0.6687041666666664
2017-10-26,0.669439726027397
2017-10-26,0.6707310810810808
2017-10-26,0.6382866666666664
2017-10-26,0.6409434210526314
2017-10-26,0.6407051948051946
2017-10-26,0.6382615384615382
2017-10-26,0.6498202531645567
2017-10-26,0.6416974999999998
2017-10-26,0.6337753086419751
2017-10-26,0.6412878048780486
2017-10-26,0.6531626506024094
2017-10-26,0.6376630952380951
2017-10-26,0.630161176470588
2017-10-26,0.10982325581395325
2017-10-26,0.13368275862068943
2017-10-26,0.13940113636363616
2017-10-26,0.22306629213483123
2017-10-26,0.26072111111111085
2017-10-26,-0.0758670329670332
2017-10-26,-0.06753369565217414
2017-10-26,-0.06450215053763463
2017-10-26,-0.06094361702127682
2017-10-26,-0.060302105263158115
2017-10-26,-0.06764791666666689
2017-10-26,-0.0597876288659796
2017-10-26,-0.059177551020408385
2017-10-26,-0.0585797979797982
2017-10-26,-0.05286500000000022
2017-10-26,-0.052341584158416055
2017-10-26,-0.04454411764705903
2017-10-26,-0.044111650485437096
2017-10-26,-0.043687500000000205
2017-10-26,-0.04327142857142877
2017-10-26,-0.05256603773584926
2017-10-26,-0.052074766355140384
2017-10-26,-0.04768981481481501
2017-10-26,-0.04121192660550478
2017-10-26,-0.039702727272727466
2017-10-26,-0.03934504504504524
2017-10-26,-0.04512767857142876
2017-10-26,-0.04472831858407099
2017-10-26,-0.03957894736842124
2017-10-26,-0.027617391304348017
2017-10-26,-0.027379310344827774
2017-10-26,-0.027145299145299333
2017-10-26,-0.02691525423728832
2017-10-26,-0.03377310924369766
2017-10-26,-0.03067333333333351
2017-10-26,-0.031623140495867945
2017-10-26,-0.03031475409836083
2017-10-26,-0.030068292682927003
2017-10-26,-0.02658467741935501
2017-10-26,-0.02228720000000017
2017-10-26,-0.018920634920635088
2017-10-26,-0.018771653543307253
2017-10-26,-0.022739843750000165
2017-10-26,-0.01860542635658931
2017-10-26,-0.008522307692307853
2017-10-26,-0.013227480916030694
2017-10-26,-0.012542424242424402
2017-10-26,-0.012448120300752038
2017-10-26,-0.012355223880597172
2017-10-26,-0.01226370370370386
2017-10-26,-0.009517647058823684
2017-10-26,-0.005489781021897964
2017-10-26,-0.004331159420290008
2017-10-26,-0.004300000000000152
2017-10-26,-0.004269285714285865
2017-10-26,-0.0083943262411349
2017-10-26,-0.008335211267605782
2017-10-26,-0.011960139860140008
2017-10-26,0.003531249999999853
2017-10-26,0.010335862068965371
2017-10-26,0.01026506849315054
2017-10-26,0.01643741496598625
2017-10-26,0.016326351351351208
2017-10-26,0.01552416107382536
2017-10-26,0.04044066666666653
2017-10-26,0.04860198675496675
2017-10-26,0.05660131578947355
2017-10-26,0.06758562091503255
2017-10-26,0.06714675324675311
2017-10-26,0.07074516129032245
2017-10-26,0.07029166666666653
2017-10-26,0.075688535031847
2017-10-26,0.07520949367088595
2017-10-26,0.06450440251572313
2017-10-26,0.06919562499999986
2017-10-26,0.07903043478260856
2017-10-26,0.06985740740740727
2017-10-26,0.06942883435582808
2017-10-26,0.08107317073170718
2017-10-26,0.0819533333333332
2017-10-26,0.08145963855421674
2017-10-26,0.08097185628742502
2017-10-26,0.0773488095238094
2017-10-26,0.07689112426035491
2017-10-26,0.07643882352941164
2017-10-26,0.08114269005847942
2017-10-26,0.09729999999999989
2017-10-26,0.09673757225433514
2017-10-26,0.10568850574712632
2017-10-26,0.10508457142857132
2017-10-26,0.10280568181818171
2017-10-26,0.10476440677966091
2017-10-26,0.11356573033707854
2017-10-26,0.10292569832402222
2017-10-26,0.09502388888888878
2017-10-26,0.09449889502762421
2017-10-26,0.09397967032967022
2017-10-26,0.10042677595628406
2017-10-26,0.10206521739130425
2017-10-26,0.10631621621621613
2017-10-26,0.10574462365591389
2017-10-26,0.10262994652406408
2017-10-26,0.10516329787234034
2017-10-26,0.10954021164021156
2017-10-26,0.10896368421052624
2017-10-26,0.10705287958115176
2017-10-26,0.10730156249999993
2017-10-26,0.10674559585492222
2017-10-26,0.09741804123711333
2017-10-26,0.1036938461538461
2017-10-26,0.09179234693877546
2017-10-26,0.11937918781725881
2017-10-26,0.12176414141414135
2017-10-26,0.1211522613065326
2017-10-26,0.12202649999999993
2017-10-26,0.12613631840796014
2017-10-26,0.12492970297029697
2017-10-26,0.12431428571428565
2017-10-26,0.1297617647058823
2017-10-26,0.1174336585365853
2017-10-26,0.12347330097087372
2017-10-26,0.1241787439613526
2017-10-26,0.12705480769230765
2017-10-26,0.12644688995215306
2017-10-26,0.13130095238095232
2017-10-26,0.13067867298578195
2017-10-26,0.12685471698113202
2017-10-26,0.130481690140845
2017-10-26,0.12844112149532705
2017-10-26,0.1278437209302325
2017-10-26,0.13314907407407403
2017-10-26,0.1407760368663594
2017-10-26,0.14578623853211006
2017-10-26,0.1459926940639269
2017-10-26,0.1468745454545454
2017-10-26,0.14844479638009048
2017-10-26,0.1477761261261261
2017-10-26,0.15133228699551568
2017-10-26,0.14920491071428568
2017-10-26,0.14854177777777774
2017-10-26,0.15047699115044247
2017-10-26,0.14771409691629953
2017-10-26,0.1490785087719298
2017-10-26,0.14787729257641918
2017-10-26,0.14789999999999998
2017-10-26,0.1493233766233766
2017-10-26,0.15023663793103445
2017-10-26,0.1488283261802575
2017-10-26,0.14574829059829056
2017-10-26,0.14793531914893615
2017-10-26,0.14730847457627116
2017-10-26,0.1500472573839662
2017-10-26,0.15130882352941172
2017-10-26,0.14783054393305436
